Date,PM2.5
2018-11-06,47.0
2018-11-07,35.0
2018-11-08,26.0
2018-11-09,30.0
2018-11-10,38.0
2018-11-11,33.0
2018-11-12,42.0
2018-11-13,56.0
2018-11-14,51.0
2018-11-15,61.0
2018-11-16,41.0
2018-11-17,37.0
2018-11-18,43.0
2018-11-19,45.0
2018-11-20,45.0
2018-11-21,51.0
2018-11-22,43.0
2018-11-23,45.0
2018-11-24,33.0
2018-11-25,38.0
2018-11-26,38.0
2018-11-27,35.0
2018-11-28,29.0
2018-11-29,42.0
2018-11-30,51.0
2018-12-01,49.0
2018-12-02,47.0
2018-12-03,39.0
2018-12-04,47.0
2018-12-05,40.0
2018-12-06,39.0
2018-12-07,47.0
2018-12-08,36.0
2018-12-09,41.0
2018-12-10,38.0
2018-12-11,43.0
2018-12-12,32.0
2018-12-13,29.0
2018-12-14,34.0
2018-12-15,35.0
2018-12-16,30.0
2018-12-17,29.0
2018-12-18,30.0
2018-12-19,54.0
2018-12-20,96.0
2018-12-21,96.0
2018-12-22,59.0
2018-12-23,51.0
2018-12-24,52.0
2018-12-25,56.0
2018-12-26,65.0
2018-12-27,69.0
2018-12-28,75.0
2018-12-29,43.0
2018-12-30,31.0
2018-12-31,28.0
2019-01-01,31.0
2019-01-02,30.0
2019-01-03,35.0
2019-01-04,40.0
2019-01-05,47.0
2019-01-06,91.0
2019-01-07,83.0
2019-01-08,34.0
2019-01-09,43.0
2019-01-10,49.0
2019-01-11,87.0
2019-01-12,68.0
2019-01-13,74.0
2019-01-14,79.0
2019-01-15,68.0
2019-01-16,50.0
2019-01-17,52.0
2019-01-18,40.0
2019-01-19,55.0
2019-01-20,57.0
2019-01-21,75.0
2019-01-22,52.0
2019-01-23,47.0
2019-01-24,46.0
2019-01-25,66.0
2019-01-26,57.0
2019-01-27,47.0
2019-01-28,59.0
2019-01-29,65.0
2019-01-30,90.0
2019-01-31,69.0
2019-02-01,50.0
2019-02-02,46.0
2019-02-03,36.0
2019-02-04,35.0
2019-02-05,38.0
2019-02-06,29.0
2019-02-07,30.0
2019-02-08,34.0
2019-02-09,28.0
2019-02-10,30.0
2019-02-11,28.0
2019-02-12,36.0
2019-02-13,67.0
2019-02-14,39.0
2019-02-15,31.0
2019-02-16,30.0
2019-02-17,22.0
2019-02-18,19.0
2019-02-19,15.0
2019-02-20,19.0
2019-02-21,26.0
2019-02-22,22.0
2019-02-23,27.0
2019-02-24,31.0
2019-02-25,26.0
2019-02-26,29.0
2019-02-27,32.0
2019-02-28,38.0
2019-03-01,36.0
2019-03-02,36.0
2019-03-03,35.0
2019-03-04,26.0
2019-03-05,30.0
2019-03-06,34.0
2019-03-07,21.0
2019-03-08,23.0
2019-03-09,23.0
2019-03-10,23.0
2019-03-11,28.0
2019-03-12,42.0
2019-03-13,33.0
2019-03-14,26.0
2019-03-15,27.0
2019-03-16,43.0
2019-03-17,45.0
2019-03-18,43.0
2019-03-19,36.0
2019-03-20,34.0
2019-03-21,37.0
2019-03-22,42.0
2019-03-23,46.0
2019-03-24,35.0
2019-03-25,33.0
2019-03-26,29.0
2019-03-27,24.0
2019-03-28,27.0
2019-03-29,29.0
2019-03-30,30.0
2019-03-31,25.0
2019-04-01,29.0
2019-04-02,34.0
2019-04-03,28.0
2019-04-04,32.0
2019-04-05,25.0
2019-04-06,32.0
2019-04-07,24.0
2019-04-08,
2019-04-09,24.0
2019-04-10,28.0
2019-04-11,28.0
2019-04-12,32.0
2019-04-13,28.0
2019-04-14,25.0
2019-04-15,25.0
2019-04-16,28.0
2019-04-17,25.0
2019-04-18,31.0
2019-04-19,31.0
2019-04-20,42.0
2019-04-21,49.0
2019-04-22,30.0
2019-04-23,31.0
2019-04-24,30.0
2019-04-25,30.0
2019-04-26,39.0
2019-04-27,34.0
2019-04-28,22.0
2019-04-29,17.0
2019-04-30,20.0
2019-05-01,20.0
2019-05-02,17.0
2019-05-03,22.0
2019-05-04,20.0
2019-05-05,22.0
2019-05-06,30.0
2019-05-07,32.0
2019-05-08,40.0
2019-05-09,41.0
2019-05-10,38.0
2019-05-11,38.0
2019-05-12,37.0
2019-05-13,33.0
2019-05-14,41.0
2019-05-15,45.0
2019-05-16,38.0
2019-05-17,33.0
2019-05-18,38.0
2019-05-19,34.0
2019-05-20,34.0
2019-05-21,31.0
2019-05-22,28.0
2019-05-23,28.0
2019-05-24,25.0
2019-05-25,28.0
2019-05-26,24.0
2019-05-27,22.0
2019-05-28,23.0
2019-05-29,22.0
2019-05-30,27.0
2019-05-31,26.0
2019-06-01,25.0
2019-06-02,21.0
2019-06-03,24.0
2019-06-04,24.0
2019-06-05,27.0
2019-06-06,32.0
2019-06-07,35.0
2019-06-08,32.0
2019-06-09,23.0
2019-06-10,16.0
2019-06-11,26.0
2019-06-12,16.0
2019-06-13,19.0
2019-06-14,18.0
2019-06-15,22.0
2019-06-16,30.0
2019-06-17,17.0
2019-06-18,22.0
2019-06-19,17.0
2019-06-20,28.0
2019-06-21,25.0
2019-06-22,29.0
2019-06-23,29.0
2019-06-24,24.0
2019-06-25,25.0
2019-06-26,20.0
2019-06-27,25.0
2019-06-28,20.0
2019-06-29,18.0
2019-06-30,25.0
2019-07-01,31.0
2019-07-02,35.0
2019-07-03,34.0
2019-07-04,28.0
2019-07-05,29.0
2019-07-06,35.0
2019-07-07,34.0
2019-07-08,21.0
2019-07-09,23.0
2019-07-10,26.0
2019-07-11,26.0
2019-07-12,24.0
2019-07-13,24.0
2019-07-14,22.0
2019-07-15,24.0
2019-07-16,24.0
2019-07-17,20.0
2019-07-18,20.0
2019-07-19,21.0
2019-07-20,28.0
2019-07-21,13.0
2019-07-22,22.0
2019-07-23,28.0
2019-07-24,24.0
2019-07-25,25.0
2019-07-26,30.0
2019-07-27,24.0
2019-07-28,23.0
2019-07-29,20.0
2019-07-30,18.0
2019-07-31,18.0
2019-08-01,17.0
2019-08-02,19.0
2019-08-03,19.0
2019-08-04,22.0
2019-08-05,16.0
2019-08-06,22.0
2019-08-07,17.0
2019-08-08,19.0
2019-08-09,20.0
2019-08-10,17.0
2019-08-11,15.0
2019-08-12,17.0
2019-08-13,21.0
2019-08-14,23.0
2019-08-15,28.0
2019-08-16,27.0
2019-08-17,19.0
2019-08-18,18.0
2019-08-19,19.0
2019-08-20,25.0
2019-08-21,20.0
2019-08-22,19.0
2019-08-23,26.0
2019-08-24,23.0
2019-08-25,21.0
2019-08-26,18.0
2019-08-27,17.0
2019-08-28,20.0
2019-08-29,19.0
2019-08-30,25.0
2019-08-31,19.0
2019-09-01,18.0
2019-09-02,22.0
2019-09-03,23.0
2019-09-04,20.0
2019-09-05,21.0
2019-09-06,25.0
2019-09-07,24.0
2019-09-08,23.0
2019-09-09,18.0
2019-09-10,19.0
2019-09-11,22.0
2019-09-12,26.0
2019-09-13,21.0
2019-09-14,24.0
2019-09-15,30.0
2019-09-16,29.0
2019-09-17,36.0
2019-09-18,30.0
2019-09-19,33.0
2019-09-20,50.0
2019-09-21,30.0
2019-09-22,32.0
2019-09-23,28.0
2019-09-24,30.0
2019-09-25,45.0
2019-09-26,46.0
2019-09-27,41.0
2019-09-28,46.0
2019-09-29,52.0
2019-09-30,83.0
2019-10-01,46.0
2019-10-02,38.0
2019-10-03,30.0
2019-10-04,35.0
2019-10-05,39.0
2019-10-06,36.0
2019-10-07,30.0
2019-10-08,28.0
2019-10-09,35.0
2019-10-10,45.0
2019-10-11,44.0
2019-10-12,34.0
2019-10-13,34.0
2019-10-14,26.0
2019-10-15,32.0
2019-10-16,25.0
2019-10-17,28.0
2019-10-18,28.0
2019-10-19,28.0
2019-10-20,29.0
2019-10-21,32.0
2019-10-22,58.0
2019-10-23,38.0
2019-10-24,33.0
2019-10-25,35.0
2019-10-26,
2019-10-27,
2019-10-28,30.0
2019-10-29,35.0
2019-10-30,29.0
2019-10-31,30.0
2019-11-01,23.0
2019-11-02,34.0
2019-11-03,42.0
2019-11-04,41.0
2019-11-05,58.0
2019-11-06,49.0
2019-11-07,53.0
2019-11-08,45.0
2019-11-09,48.0
2019-11-10,46.0
2019-11-11,57.0
2019-11-12,56.0
2019-11-13,46.0
2019-11-14,32.0
2019-11-15,32.0
2019-11-16,46.0
2019-11-17,49.0
2019-11-18,45.0
2019-11-19,43.0
2019-11-20,27.0
2019-11-21,32.0
2019-11-22,38.0
2019-11-23,37.0
2019-11-24,37.0
2019-11-25,41.0
2019-11-26,32.0
2019-11-27,34.0
2019-11-28,26.0
2019-11-29,24.0
2019-11-30,28.0
2019-12-01,28.0
2019-12-02,21.0
2019-12-03,26.0
2019-12-04,31.0
2019-12-05,33.0
2019-12-06,40.0
2019-12-07,37.0
2019-12-08,52.0
2019-12-09,49.0
2019-12-10,52.0
2019-12-11,59.0
2019-12-12,58.0
2019-12-13,52.0
2019-12-14,54.0
2019-12-15,52.0
2019-12-16,48.0
2019-12-17,47.0
2019-12-18,46.0
2019-12-19,47.0
2019-12-20,50.0
2019-12-21,49.0
2019-12-22,48.0
2019-12-23,37.0
2019-12-24,45.0
2019-12-25,46.0
2019-12-26,41.0
2019-12-27,49.0
2019-12-28,40.0
2019-12-29,44.0
2019-12-30,42.0
2019-12-31,45.0
2020-01-01,23.0
2020-01-02,30.0
2020-01-03,36.0
2020-01-04,44.0
2020-01-05,46.0
2020-01-06,52.0
2020-01-07,64.0
2020-01-08,63.0
2020-01-09,70.0
2020-01-10,102.0
2020-01-11,65.0
2020-01-12,55.0
2020-01-13,45.0
2020-01-14,47.0
2020-01-15,49.0
2020-01-16,56.0
2020-01-17,60.0
2020-01-18,79.0
2020-01-19,74.0
2020-01-20,76.0
2020-01-21,72.0
2020-01-22,53.0
2020-01-23,51.0
2020-01-24,43.0
2020-01-25,30.0
2020-01-26,25.0
2020-01-27,27.0
2020-01-28,43.0
2020-01-29,39.0
2020-01-30,42.0
2020-01-31,47.0
2020-02-01,72.0
2020-02-02,73.0
2020-02-03,70.0
2020-02-04,56.0
2020-02-05,43.0
2020-02-06,35.0
2020-02-07,42.0
2020-02-08,46.0
2020-02-09,47.0
2020-02-10,45.0
2020-02-11,57.0
2020-02-12,49.0
2020-02-13,22.0
2020-02-14,22.0
2020-02-15,25.0
2020-02-16,23.0
2020-02-17,25.0
2020-02-18,40.0
2020-02-19,52.0
2020-02-20,64.0
2020-02-21,54.0
2020-02-22,57.0
2020-02-23,59.0
2020-02-24,68.0
2020-02-25,87.0
2020-02-26,59.0
2020-02-27,65.0
2020-02-28,46.0
2020-02-29,39.0
2020-03-01,37.0
2020-03-02,35.0
2020-03-03,33.0
2020-03-04,23.0
2020-03-05,28.0
2020-03-06,24.0
2020-03-07,26.0
2020-03-08,32.0
2020-03-09,44.0
2020-03-10,42.0
2020-03-11,44.0
2020-03-12,39.0
2020-03-13,33.0
2020-03-14,30.0
2020-03-15,33.0
2020-03-16,53.0
2020-03-17,32.0
2020-03-18,33.0
2020-03-19,34.0
2020-03-20,30.0
2020-03-21,31.0
2020-03-22,27.0
2020-03-23,28.0
2020-03-24,27.0
2020-03-25,26.0
2020-03-26,27.0
2020-03-27,25.0
2020-03-28,33.0
2020-03-29,28.0
2020-03-30,30.0
2020-03-31,36.0
2020-04-01,28.0
2020-04-02,26.0
2020-04-03,22.0
2020-04-04,25.0
2020-04-05,24.0
2020-04-06,24.0
2020-04-07,25.0
2020-04-08,24.0
2020-04-09,26.0
2020-04-10,28.0
2020-04-11,28.0
2020-04-12,26.0
2020-04-13,
2020-04-14,
2020-04-15,44.0
2020-04-16,28.0
2020-04-17,26.0
2020-04-18,27.0
2020-04-19,23.0
2020-04-20,25.0
2020-04-21,21.0
2020-04-22,27.0
2020-04-23,26.0
2020-04-24,31.0
2020-04-25,34.0
2020-04-26,39.0
2020-04-27,45.0
2020-04-28,40.0
2020-04-29,50.0
2020-04-30,41.0
2020-05-01,31.0
2020-05-02,26.0
2020-05-03,24.0
2020-05-04,28.0
2020-05-05,29.0
2020-05-06,25.0
2020-05-07,23.0
2020-05-08,22.0
2020-05-09,17.0
2020-05-10,15.0
2020-05-11,20.0
2020-05-12,33.0
2020-05-13,24.0
2020-05-14,24.0
2020-05-15,24.0
2020-05-16,26.0
2020-05-17,22.0
2020-05-18,26.0
2020-05-19,20.0
2020-05-20,22.0
2020-05-21,25.0
2020-05-22,32.0
2020-05-23,37.0
2020-05-24,33.0
2020-05-25,36.0
2020-05-26,35.0
2020-05-27,22.0
2020-05-28,21.0
2020-05-29,26.0
2020-05-30,22.0
2020-05-31,
2020-06-01,
2020-06-02,19.0
2020-06-03,22.0
2020-06-04,21.0
2020-06-05,21.0
2020-06-06,21.0
2020-06-07,18.0
2020-06-08,19.0
2020-06-09,18.0
2020-06-10,18.0
2020-06-11,22.0
2020-06-12,18.0
2020-06-13,19.0
2020-06-14,21.0
2020-06-15,17.0
2020-06-16,20.0
2020-06-17,24.0
2020-06-18,24.0
2020-06-19,25.0
2020-06-20,22.0
2020-06-21,21.0
2020-06-22,21.0
2020-06-23,21.0
2020-06-24,25.0
2020-06-25,21.0
2020-06-26,21.0
2020-06-27,21.0
2020-06-28,22.0
2020-06-29,17.0
2020-06-30,19.0
2020-07-01,23.0
2020-07-02,14.0
2020-07-03,18.0
2020-07-04,23.0
2020-07-05,21.0
2020-07-06,22.0
2020-07-07,22.0
2020-07-08,22.0
2020-07-09,20.0
2020-07-10,23.0
2020-07-11,19.0
2020-07-12,21.0
2020-07-13,16.0
2020-07-14,21.0
2020-07-15,21.0
2020-07-16,21.0
2020-07-17,23.0
2020-07-18,22.0
2020-07-19,16.0
2020-07-20,22.0
2020-07-21,23.0
2020-07-22,24.0
2020-07-23,22.0
2020-07-24,22.0
2020-07-25,21.0
2020-07-26,21.0
2020-07-27,17.0
2020-07-28,17.0
2020-07-29,21.0
2020-07-30,18.0
2020-07-31,20.0
2020-08-01,18.0
2020-08-02,17.0
2020-08-03,13.0
2020-08-04,16.0
2020-08-05,20.0
2020-08-06,22.0
2020-08-07,22.0
2020-08-08,20.0
2020-08-09,19.0
2020-08-10,15.0
2020-08-11,19.0
2020-08-12,19.0
2020-08-13,18.0
2020-08-14,22.0
2020-08-15,23.0
2020-08-16,22.0
2020-08-17,22.0
2020-08-18,23.0
2020-08-19,23.0
2020-08-20,28.0
2020-08-21,24.0
2020-08-22,20.0
2020-08-23,19.0
2020-08-24,22.0
2020-08-25,20.0
2020-08-26,20.0
2020-08-27,20.0
2020-08-28,21.0
2020-08-29,22.0
2020-08-30,23.0
2020-08-31,19.0
2020-09-01,21.0
2020-09-02,34.0
2020-09-03,27.0
2020-09-04,20.0
2020-09-05,20.0
2020-09-06,18.0
2020-09-07,20.0
2020-09-08,20.0
2020-09-09,26.0
2020-09-10,25.0
2020-09-11,20.0
2020-09-12,21.0
2020-09-13,20.0
2020-09-14,20.0
2020-09-15,24.0
2020-09-16,21.0
2020-09-17,21.0
2020-09-18,22.0
2020-09-19,18.0
2020-09-20,19.0
2020-09-21,24.0
2020-09-22,27.0
2020-09-23,37.0
2020-09-24,25.0
2020-09-25,21.0
2020-09-26,18.0
2020-09-27,20.0
2020-09-28,21.0
2020-09-29,19.0
2020-09-30,22.0
2020-10-01,20.0
2020-10-02,23.0
2020-10-03,24.0
2020-10-04,20.0
2020-10-05,21.0
2020-10-06,25.0
2020-10-07,29.0
2020-10-08,19.0
2020-10-09,20.0
2020-10-10,19.0
2020-10-11,23.0
2020-10-12,39.0
2020-10-13,30.0
2020-10-14,29.0
2020-10-15,24.0
2020-10-16,21.0
2020-10-17,20.0
2020-10-18,18.0
2020-10-19,29.0
2020-10-20,28.0
2020-10-21,27.0
2020-10-22,31.0
2020-10-23,34.0
2020-10-24,35.0
2020-10-25,45.0
2020-10-26,53.0
2020-10-27,40.0
2020-10-28,35.0
2020-10-29,32.0
2020-10-30,28.0
2020-10-31,29.0
2020-11-01,25.0
2020-11-02,33.0
2020-11-03,27.0
2020-11-04,39.0
2020-11-05,36.0
2020-11-06,39.0
2020-11-07,28.0
2020-11-08,47.0
2020-11-09,39.0
2020-11-10,42.0
2020-11-11,33.0
2020-11-12,34.0
2020-11-13,39.0
2020-11-14,44.0
2020-11-15,52.0
2020-11-16,33.0
2020-11-17,37.0
2020-11-18,43.0
2020-11-19,52.0
2020-11-20,50.0
2020-11-21,45.0
2020-11-22,39.0
2020-11-23,54.0
2020-11-24,31.0
2020-11-25,33.0
2020-11-26,29.0
2020-11-27,24.0
2020-11-28,30.0
2020-11-29,27.0
2020-11-30,24.0
2020-12-01,25.0
2020-12-02,31.0
2020-12-03,24.0
2020-12-04,31.0
2020-12-05,30.0
2020-12-06,36.0
2020-12-07,41.0
2020-12-08,41.0
2020-12-09,41.0
2020-12-10,55.0
2020-12-11,66.0
2020-12-12,60.0
2020-12-13,72.0
2020-12-14,112.0
2020-12-15,91.0
2020-12-16,62.0
2020-12-17,58.0
2020-12-18,41.0
2020-12-19,30.0
2020-12-20,30.0
2020-12-21,30.0
2020-12-22,42.0
2020-12-23,53.0
2020-12-24,56.0
2020-12-25,48.0
2020-12-26,44.0
2020-12-27,52.0
2020-12-28,43.0
2020-12-29,45.0
2020-12-30,41.0
2020-12-31,22.0
2021-01-01,28.0
2021-01-02,33.0
2021-01-03,47.0
2021-01-04,55.0
2021-01-05,42.0
2021-01-06,47.0
2021-01-07,38.0
2021-01-08,30.0
2021-01-09,24.0
2021-01-10,33.0
2021-01-11,36.0
2021-01-12,30.0
2021-01-13,53.0
2021-01-14,77.0
2021-01-15,93.0
2021-01-16,106.0
2021-01-17,60.0
2021-01-18,35.0
2021-01-19,54.0
2021-01-20,78.0
2021-01-21,82.0
2021-01-22,92.0
2021-01-23,90.0
2021-01-24,48.0
2021-01-25,45.0
2021-01-26,41.0
2021-01-27,49.0
2021-01-28,51.0
2021-01-29,49.0
2021-01-30,52.0
2021-01-31,50.0
2021-02-01,74.0
2021-02-02,69.0
2021-02-03,66.0
2021-02-04,64.0
2021-02-05,61.0
2021-02-06,52.0
2021-02-07,78.0
2021-02-08,49.0
2021-02-09,58.0
2021-02-10,56.0
2021-02-11,47.0
2021-02-12,48.0
2021-02-13,59.0
2021-02-14,42.0
2021-02-15,39.0
2021-02-16,39.0
2021-02-17,49.0
2021-02-18,53.0
2021-02-19,46.0
2021-02-20,46.0
2021-02-21,63.0
2021-02-22,60.0
2021-02-23,55.0
2021-02-24,56.0
2021-02-25,64.0
2021-02-26,66.0
2021-02-27,66.0
2021-02-28,62.0
2021-03-01,39.0
2021-03-02,32.0
2021-03-03,26.0
2021-03-04,38.0
2021-03-05,32.0
2021-03-06,32.0
2021-03-07,28.0
2021-03-08,34.0
2021-03-09,34.0
2021-03-10,41.0
2021-03-11,49.0
2021-03-12,47.0
2021-03-13,45.0
2021-03-14,40.0
2021-03-15,35.0
2021-03-16,39.0
2021-03-17,45.0
2021-03-18,55.0
2021-03-19,48.0
2021-03-20,47.0
2021-03-21,38.0
2021-03-22,55.0
2021-03-23,46.0
2021-03-24,58.0
2021-03-25,54.0
2021-03-26,34.0
2021-03-27,31.0
2021-03-28,30.0
2021-03-29,29.0
2021-03-30,31.0
2021-03-31,41.0
2021-04-01,31.0
2021-04-02,18.0
2021-04-03,30.0
2021-04-04,22.0
2021-04-05,56.0
2021-04-06,61.0
2021-04-07,39.0
2021-04-08,50.0
2021-04-09,38.0
2021-04-10,50.0
2021-04-11,45.0
2021-04-12,56.0
2021-04-13,35.0
2021-04-14,32.0
2021-04-15,28.0
2021-04-16,21.0
2021-04-17,21.0
2021-04-18,17.0
2021-04-19,13.0
2021-04-20,17.0
2021-04-21,25.0
2021-04-22,27.0
2021-04-23,23.0
2021-04-24,25.0
2021-04-25,25.0
2021-04-26,28.0
2021-04-27,24.0
2021-04-28,39.0
2021-04-29,21.0
2021-04-30,33.0
2021-05-01,20.0
2021-05-02,25.0
2021-05-03,31.0
2021-05-04,35.0
2021-05-05,33.0
2021-05-06,24.0
2021-05-07,17.0
2021-05-08,30.0
2021-05-09,21.0
2021-05-10,25.0
2021-05-11,19.0
2021-05-12,20.0
2021-05-13,16.0
2021-05-14,20.0
2021-05-15,24.0
2021-05-16,21.0
2021-05-17,22.0
2021-05-18,20.0
2021-05-19,25.0
2021-05-20,29.0
2021-05-21,22.0
2021-05-22,23.0
2021-05-23,21.0
2021-05-24,23.0
2021-05-25,24.0
2021-05-26,27.0
2021-05-27,27.0
2021-05-28,32.0
2021-05-29,26.0
2021-05-30,22.0
2021-05-31,20.0
2021-06-01,25.0
2021-06-02,22.0
2021-06-03,26.0
2021-06-04,24.0
2021-06-05,25.0
2021-06-06,19.0
2021-06-07,17.0
2021-06-08,17.0
2021-06-09,20.0
2021-06-10,20.0
2021-06-11,19.0
2021-06-12,31.0
2021-06-13,29.0
2021-06-14,25.0
2021-06-15,22.0
2021-06-16,21.0
2021-06-17,21.0
2021-06-18,27.0
2021-06-19,20.0
2021-06-20,23.0
2021-06-21,24.0
2021-06-22,29.0
2021-06-23,25.0
2021-06-24,21.0
2021-06-25,27.0
2021-06-26,17.0
2021-06-27,20.0
2021-06-28,23.0
2021-06-30,26.0
2021-06-30,24.0
2021-07-01,18.0
2021-07-02,25.0
2021-07-03,19.0
2021-07-04,19.0
2021-07-05,19.0
2021-07-06,21.0
2021-07-07,21.0
2021-07-08,20.0
2021-07-09,21.0
2021-07-10,21.0
2021-07-11,21.0
2021-07-12,19.0
2021-07-13,24.0
2021-07-14,33.0
2021-07-15,22.0
2021-07-16,22.0
2021-07-17,23.0
2021-07-18,18.0
2021-07-19,14.0
2021-07-20,15.0
2021-07-21,15.0
2021-07-22,22.0
2021-07-23,22.0
2021-07-24,23.0
2021-07-25,21.0
2021-07-26,22.0
2021-07-27,18.0
2021-07-28,19.0
2021-07-29,22.0
2021-07-30,21.0
2021-07-31,27.0
2021-08-01,18.0
2021-08-02,19.0
2021-08-03,
2021-08-04,20.0
2021-08-05,22.0
2021-08-06,17.0
2021-08-07,19.0
2021-08-08,19.0
2021-08-09,21.0
2021-08-10,20.0
2021-08-11,15.0
2021-08-12,17.0
2021-08-13,17.0
2021-08-14,21.0
2021-08-15,17.0
2021-08-16,15.0
2021-08-17,24.0
2021-08-18,22.0
2021-08-19,22.0
2021-08-20,25.0
2021-08-21,25.0
2021-08-22,22.0
2021-08-23,18.0
2021-08-24,18.0
2021-08-25,23.0
2021-08-26,21.0
2021-08-27,23.0
2021-08-28,22.0
2021-08-29,18.0
2021-08-30,25.0
2021-08-31,27.0
2021-09-01,29.0
2021-09-02,27.0
2021-09-03,20.0
2021-09-04,22.0
2021-09-05,26.0
2021-09-06,25.0
2021-09-07,27.0
2021-09-08,21.0
2021-09-09,24.0
2021-09-10,23.0
2021-09-11,18.0
2021-09-12,
2021-09-13,19.0
2021-09-14,22.0
2021-09-15,24.0
2021-09-16,19.0
2021-09-17,24.0
2021-09-18,25.0
2021-09-19,22.0
2021-09-20,23.0
2021-09-21,20.0
2021-09-22,17.0
2021-09-23,23.0
2021-09-24,20.0
2021-09-25,23.0
2021-09-26,21.0
2021-09-27,19.0
2021-09-28,29.0
2021-09-29,43.0
2021-09-30,37.0
2021-10-01,24.0
2021-10-02,24.0
2021-10-03,31.0
2021-10-04,31.0
2021-10-05,35.0
2021-10-06,27.0
2021-10-07,29.0
2021-10-08,44.0
2021-10-09,22.0
2021-10-10,22.0
2021-10-11,15.0
2021-10-12,18.0
2021-10-13,14.0
2021-10-14,20.0
2021-10-15,22.0
2021-10-16,21.0
2021-10-17,15.0
2021-10-18,21.0
2021-10-19,32.0
2021-10-20,37.0
2021-10-21,46.0
2021-10-22,30.0
2021-10-23,24.0
2021-10-24,19.0
2021-10-25,22.0
2021-10-26,27.0
2021-10-27,30.0
2021-10-28,31.0
2021-10-29,29.0
2021-10-30,39.0
2021-10-31,26.0
2021-11-01,27.0
2021-11-02,34.0
2021-11-03,29.0
2021-11-04,30.0
2021-11-05,27.0
2021-11-06,43.0
2021-11-07,35.0
2021-11-08,31.0
2021-11-09,22.0
2021-11-10,29.0
2021-11-11,33.0
2021-11-12,31.0
2021-11-13,30.0
2021-11-14,33.0
2021-11-15,34.0
2021-11-16,24.0
2021-11-17,22.0
2021-11-18,25.0
2021-11-19,32.0
2021-11-20,34.0
2021-11-21,36.0
2021-11-22,36.0
2021-11-23,24.0
2021-11-24,22.0
2021-11-25,32.0
2021-11-26,36.0
2021-11-27,29.0
2021-11-28,34.0
2021-11-29,30.0
2021-11-30,31.0
2021-12-01,36.0
2021-12-02,35.0
2021-12-03,36.0
2021-12-04,36.0
2021-12-05,39.0
2021-12-06,38.0
2021-12-07,51.0
2021-12-08,44.0
2021-12-09,39.0
2021-12-10,38.0
2021-12-11,40.0
2021-12-12,30.0
2021-12-13,26.0
2021-12-14,45.0
2021-12-15,53.0
2021-12-16,53.0
2021-12-17,48.0
2021-12-18,29.0
2021-12-19,29.0
2021-12-20,45.0
2021-12-21,63.0
2021-12-22,75.0
2021-12-23,68.0
2021-12-24,64.0
2021-12-25,40.0
2021-12-26,29.0
2021-12-27,49.0
2021-12-28,28.0
2021-12-29,26.0
2021-12-30,28.0
2021-12-31,25.0
2022-01-01,29.0
2022-01-02,28.0
2022-01-03,30.0
2022-01-04,40.0
2022-01-05,50.0
2022-01-06,46.0
2022-01-07,52.0
2022-01-08,40.0
2022-01-09,47.0
2022-01-10,47.0
2022-01-11,40.0
2022-01-12,40.0
2022-01-13,42.0
2022-01-14,36.0
2022-01-15,36.0
2022-01-16,40.0
2022-01-17,51.0
2022-01-18,42.0
2022-01-19,30.0
2022-01-20,41.0
2022-01-21,31.0
2022-01-22,28.0
2022-01-23,27.0
2022-01-24,29.0
2022-01-25,34.0
2022-01-26,35.0
2022-01-27,39.0
2022-01-28,39.0
2022-01-29,36.0
2022-01-30,28.0
2022-01-31,26.0
2022-02-01,20.0
2022-02-02,22.0
2022-02-03,28.0
2022-02-04,30.0
2022-02-05,39.0
2022-02-06,42.0
2022-02-07,61.0
2022-02-08,61.0
2022-02-09,34.0
2022-02-10,40.0
2022-02-11,32.0
2022-02-12,44.0
2022-02-13,45.0
2022-02-14,31.0
2022-02-15,38.0
2022-02-16,57.0
2022-02-17,69.0
2022-02-18,30.0
2022-02-19,22.0
2022-02-20,21.0
2022-02-21,27.0
2022-02-22,33.0
2022-02-23,42.0
2022-02-24,38.0
2022-02-25,45.0
2022-02-26,46.0
2022-02-27,52.0
2022-02-28,57.0
2022-03-01,44.0
2022-03-02,38.0
2022-03-03,36.0
2022-03-04,38.0
2022-03-05,41.0
2022-03-06,35.0
2022-03-07,27.0
2022-03-08,42.0
2022-03-09,68.0
2022-03-10,40.0
2022-03-11,35.0
2022-03-12,37.0
2022-03-13,38.0
2022-03-14,35.0
2022-03-15,26.0
2022-03-16,26.0
2022-03-17,25.0
2022-03-18,28.0
2022-03-19,37.0
2022-03-20,31.0
2022-03-21,22.0
2022-03-22,27.0
2022-03-23,33.0
2022-03-24,33.0
2022-03-25,31.0
2022-03-26,27.0
2022-03-27,25.0
2022-03-28,30.0
2022-03-29,28.0
2022-03-30,26.0
2022-03-31,31.0
2022-04-01,34.0
2022-04-02,15.0
2022-04-03,20.0
2022-04-04,32.0
2022-04-05,42.0
2022-04-06,48.0
2022-04-07,43.0
2022-04-08,58.0
2022-04-09,79.0
2022-04-10,69.0
2022-04-11,55.0
2022-04-12,57.0
2022-04-13,44.0
2022-04-14,35.0
2022-04-15,41.0
2022-04-16,40.0
2022-04-17,36.0
2022-04-18,39.0
2022-04-19,37.0
2022-04-20,58.0
2022-04-21,41.0
2022-04-22,28.0
2022-04-23,23.0
2022-04-24,25.0
2022-04-25,23.0
2022-04-26,26.0
2022-04-27,30.0
2022-04-28,29.0
2022-04-29,26.0
2022-04-30,44.0
2022-05-01,28.0
2022-05-02,25.0
